Price,Location
36.83,Coimbatore
2.7,Pune
9.9,Mumbai
3.83,Kochi
5.25,Coimbatore
7.75,Kolkata
2.46,Mumbai
3.96,Kolkata
8.25,Chennai
7.58,Coimbatore
3.99,Hyderabad
6.25,Delhi
5.0,Hyderabad
4.65,Hyderabad
21.37,Coimbatore
1.75,Hyderabad
16.09,Coimbatore
4.1,Kolkata
3.56,Coimbatore
4.21,Pune
6.86,Coimbatore
6.6,Delhi
14.35,Coimbatore
9.5,Hyderabad
21.9,Delhi
30.45,Coimbatore
5.1,Hyderabad
5.44,Pune
1.6,Jaipur
16.67,Kochi
9.5,Hyderabad
3.85,Pune
10.64,Kochi
3.5,Bangalore
1.1,Chennai
2.6,Hyderabad
18.5,Hyderabad
1.35,Bangalore
7.95,Hyderabad
5.49,Jaipur
6.95,Mumbai
1.0,Jaipur
4.45,Chennai
6.99,Kolkata
3.51,Coimbatore
7.54,Kochi
3.65,Bangalore
16.0,Ahmedabad
1.4,Kolkata
6.45,Mumbai
4.4,Hyderabad
5.95,Delhi
3.9,Ahmedabad
35.28,Coimbatore
14.25,Pune
4.5,Pune
7.5,Pune
3.41,Coimbatore
3.25,Pune
8.3,Hyderabad
3.45,Bangalore
2.1,Hyderabad
11.95,Mumbai
4.25,Hyderabad
8.25,Hyderabad
5.95,Hyderabad
4.3,Coimbatore
3.9,Ahmedabad
6.41,Pune
8.36,Coimbatore
3.85,Chennai
36.0,Hyderabad
7.5,Kolkata
5.7,Hyderabad
5.5,Kochi
5.9,Chennai
7.75,Mumbai
18.0,Ahmedabad
4.4,Hyderabad
8.27,Coimbatore
4.75,Ahmedabad
3.8,Hyderabad
3.4,Ahmedabad
4.7,Pune
1.49,Pune
4.5,Mumbai
5.4,Hyderabad
11.5,Hyderabad
3.5,Pune
16.5,Ahmedabad
3.9,Mumbai
3.25,Hyderabad
5.84,Kochi
5.75,Hyderabad
10.0,Delhi
1.05,Mumbai
5.64,Delhi
50.97,Coimbatore
29.95,Mumbai
4.85,Mumbai
14.5,Hyderabad
5.5,Hyderabad
3.2,Bangalore
4.5,Chennai
30.72,Coimbatore
3.5,Jaipur
6.99,Bangalore
3.45,Kochi
6.57,Kochi
17.5,Kolkata
3.75,Delhi
9.99,Pune
8.2,Kolkata
1.1,Jaipur
3.89,Kochi
2.45,Chennai
13.75,Pune
3.0,Kolkata
9.25,Ahmedabad
17.65,Mumbai
18.25,Delhi
3.45,Kochi
23.75,Bangalore
5.45,Mumbai
5.25,Coimbatore
1.1,Delhi
2.9,Delhi
14.2,Hyderabad
5.8,Kochi
7.22,Coimbatore
4.87,Coimbatore
3.3,Delhi
3.0,Hyderabad
26.0,Hyderabad
2.9,Hyderabad
7.5,Bangalore
2.36,Hyderabad
11.39,Coimbatore
7.02,Kochi
8.0,Delhi
7.11,Kochi
3.9,Mumbai
2.15,Hyderabad
3.25,Kolkata
70.66,Kochi
4.61,Mumbai
2.35,Mumbai
4.05,Chennai
0.8,Jaipur
5.6,Hyderabad
5.35,Delhi
3.25,Mumbai
11.5,Pune
4.25,Pune
4.45,Mumbai
2.85,Pune
7.85,Delhi
5.3,Pune
8.0,Mumbai
9.43,Coimbatore
2.75,Pune
13.5,Mumbai
9.99,Hyderabad
6.95,Chennai
6.75,Chennai
5.5,Chennai
9.18,Kochi
4.15,Jaipur
6.5,Ahmedabad
4.11,Kochi
2.25,Hyderabad
4.56,Kochi
4.0,Pune
5.27,Coimbatore
9.11,Kochi
6.2,Pune
19.97,Kochi
10.17,Delhi
4.5,Pune
14.28,Kochi
2.47,Kochi
7.9,Ahmedabad
2.3,Hyderabad
6.5,Hyderabad
3.25,Hyderabad
5.85,Bangalore
29.0,Hyderabad
25.71,Coimbatore
1.85,Chennai
22.75,Mumbai
8.32,Kochi
26.0,Delhi
7.0,Mumbai
3.45,Hyderabad
5.15,Mumbai
3.51,Kochi
3.45,Kolkata
3.75,Pune
1.45,Pune
2.2,Delhi
7.99,Hyderabad
6.75,Bangalore
11.99,Kolkata
5.0,Kolkata
5.9,Pune
3.75,Mumbai
29.5,Mumbai
4.75,Chennai
11.5,Pune
6.95,Chennai
5.4,Mumbai
4.75,Jaipur
2.15,Chennai
0.9,Jaipur
3.5,Kolkata
5.85,Kochi
3.15,Pune
6.0,Pune
2.23,Kolkata
2.5,Bangalore
3.87,Kochi
9.5,Ahmedabad
17.75,Delhi
3.75,Delhi
1.5,Chennai
5.0,Pune
17.0,Pune
4.38,Kochi
41.5,Delhi
3.0,Kolkata
11.0,Coimbatore
14.0,Pune
7.65,Pune
8.7,Kolkata
9.9,Hyderabad
2.05,Mumbai
5.25,Kolkata
5.77,Kochi
1.95,Hyderabad
7.45,Ahmedabad
2.6,Delhi
3.25,Ahmedabad
3.85,Hyderabad
7.5,Delhi
11.5,Kochi
3.25,Pune
1.5,Chennai
5.31,Jaipur
9.0,Hyderabad
3.59,Kolkata
7.35,Kochi
12.0,Pune
6.02,Coimbatore
2.57,Coimbatore
12.45,Pune
12.63,Coimbatore
7.75,Bangalore
5.5,Delhi
4.43,Kolkata
24.51,Kochi
2.65,Ahmedabad
2.1,Delhi
3.2,Delhi
4.25,Chennai
1.1,Kolkata
4.3,Chennai
8.9,Hyderabad
6.5,Jaipur
3.5,Delhi
4.25,Hyderabad
16.46,Kochi
5.95,Mumbai
7.1,Mumbai
1.25,Kolkata
2.5,Kolkata
5.5,Pune
3.25,Chennai
5.0,Hyderabad
6.58,Coimbatore
19.5,Mumbai
6.14,Kochi
4.95,Jaipur
5.75,Hyderabad
6.6,Kolkata
5.72,Coimbatore
2.6,Delhi
6.5,Hyderabad
6.1,Pune
3.85,Hyderabad
4.5,Pune
5.3,Coimbatore
18.25,Bangalore
5.75,Ahmedabad
3.35,Mumbai
0.9,Jaipur
5.5,Hyderabad
3.99,Kolkata
18.75,Delhi
3.5,Kolkata
16.45,Chennai
3.65,Coimbatore
5.4,Bangalore
8.7,Mumbai
20.75,Mumbai
12.5,Hyderabad
1.89,Kolkata
4.0,Kolkata
3.95,Mumbai
7.85,Hyderabad
7.0,Kolkata
24.99,Hyderabad
4.5,Delhi
1.25,Pune
3.95,Delhi
1.6,Pune
0.6,Hyderabad
3.39,Coimbatore
9.8,Hyderabad
5.91,Mumbai
8.25,Mumbai
3.75,Mumbai
12.5,Hyderabad
5.95,Bangalore
3.8,Delhi
4.35,Delhi
32.5,Hyderabad
3.0,Kolkata
19.0,Pune
5.0,Pune
5.45,Pune
2.7,Mumbai
10.75,Mumbai
5.8,Hyderabad
0.95,Pune
0.63,Jaipur
17.55,Kochi
3.0,Pune
15.0,Bangalore
6.0,Hyderabad
7.65,Mumbai
8.5,Jaipur
2.25,Kolkata
4.65,Delhi
7.85,Mumbai
3.46,Coimbatore
8.25,Mumbai
1.25,Pune
16.0,Bangalore
7.4,Jaipur
3.07,Kochi
3.84,Coimbatore
4.2,Pune
10.82,Kochi
6.1,Hyderabad
3.1,Kolkata
1.0,Chennai
4.69,Coimbatore
5.4,Mumbai
12.0,Mumbai
6.5,Mumbai
3.0,Chennai
6.9,Kochi
4.0,Chennai
4.25,Chennai
5.1,Hyderabad
4.9,Kolkata
3.6,Pune
34.0,Pune
8.25,Mumbai
1.3,Pune
39.05,Coimbatore
3.75,Kolkata
2.1,Mumbai
8.8,Hyderabad
5.84,Coimbatore
9.03,Kochi
3.25,Ahmedabad
4.9,Coimbatore
6.46,Kochi
18.5,Bangalore
2.7,Ahmedabad
4.6,Chennai
5.35,Jaipur
2.3,Pune
15.45,Delhi
12.49,Hyderabad
48.76,Coimbatore
3.2,Pune
8.75,Delhi
5.99,Kolkata
2.9,Chennai
18.0,Hyderabad
1.8,Kolkata
6.25,Mumbai
5.45,Bangalore
52.5,Mumbai
5.6,Mumbai
6.45,Kolkata
3.7,Mumbai
3.49,Chennai
3.55,Kolkata
9.0,Mumbai
2.7,Hyderabad
2.6,Pune
1.5,Chennai
15.9,Jaipur
5.2,Hyderabad
16.25,Mumbai
3.31,Mumbai
24.0,Bangalore
2.5,Kolkata
3.9,Jaipur
3.85,Kolkata
8.8,Delhi
4.95,Chennai
5.75,Kolkata
6.17,Kochi
3.45,Chennai
3.2,Jaipur
13.49,Coimbatore
24.5,Delhi
14.7,Kolkata
6.0,Hyderabad
34.18,Coimbatore
3.5,Delhi
2.15,Hyderabad
11.25,Kolkata
2.0,Delhi
4.27,Kochi
7.68,Kochi
14.52,Coimbatore
16.85,Mumbai
5.75,Mumbai
8.3,Mumbai
3.95,Chennai
4.8,Mumbai
12.0,Ahmedabad
6.25,Ahmedabad
2.5,Jaipur
7.5,Pune
3.5,Delhi
1.99,Hyderabad
2.25,Kolkata
3.25,Delhi
28.5,Bangalore
1.5,Kolkata
7.0,Delhi
27.5,Delhi
10.5,Ahmedabad
21.5,Jaipur
35.0,Delhi
7.99,Hyderabad
4.88,Coimbatore
40.5,Mumbai
6.55,Mumbai
29.64,Coimbatore
4.34,Coimbatore
6.22,Kochi
2.25,Delhi
38.0,Hyderabad
2.15,Mumbai
22.45,Coimbatore
20.87,Coimbatore
3.1,Mumbai
5.95,Mumbai
0.86,Mumbai
9.25,Delhi
2.25,Mumbai
6.13,Kochi
1.81,Kochi
3.79,Pune
3.6,Mumbai
3.85,Pune
4.5,Hyderabad
8.61,Coimbatore
6.5,Ahmedabad
2.6,Chennai
15.0,Pune
4.7,Pune
12.99,Hyderabad
7.32,Kochi
6.5,Delhi
5.67,Coimbatore
3.0,Chennai
5.5,Delhi
3.35,Pune
25.02,Coimbatore
26.11,Coimbatore
7.09,Coimbatore
2.65,Delhi
6.5,Delhi
4.5,Chennai
57.0,Chennai
3.82,Kochi
5.25,Jaipur
16.81,Coimbatore
21.5,Delhi
8.5,Hyderabad
3.25,Delhi
27.11,Coimbatore
5.95,Mumbai
6.79,Kochi
2.55,Mumbai
3.7,Pune
6.75,Bangalore
6.95,Kolkata
2.78,Kochi
6.18,Coimbatore
36.0,Bangalore
5.81,Coimbatore
3.41,Pune
26.5,Bangalore
16.0,Hyderabad
12.13,Kochi
1.8,Hyderabad
6.25,Pune
2.75,Chennai
6.0,Pune
11.56,Delhi
5.2,Mumbai
7.52,Coimbatore
12.49,Coimbatore
35.82,Coimbatore
6.25,Chennai
6.22,Coimbatore
8.02,Bangalore
3.75,Mumbai
11.75,Mumbai
2.25,Kolkata
3.55,Mumbai
38.15,Coimbatore
2.66,Ahmedabad
2.85,Mumbai
4.95,Bangalore
6.5,Chennai
2.4,Pune
12.5,Pune
3.0,Pune
6.67,Kochi
1.97,Coimbatore
2.8,Kolkata
2.65,Jaipur
4.75,Chennai
16.11,Mumbai
19.0,Bangalore
4.5,Bangalore
8.25,Hyderabad
3.5,Pune
8.5,Pune
9.0,Hyderabad
6.75,Hyderabad
5.4,Hyderabad
3.5,Delhi
2.6,Hyderabad
20.5,Bangalore
11.31,Kochi
4.5,Kolkata
56.0,Chennai
5.2,Kochi
5.25,Delhi
3.6,Kochi
3.3,Pune
5.85,Kolkata
3.9,Delhi
7.98,Delhi
4.3,Mumbai
2.25,Kolkata
3.2,Ahmedabad
6.55,Hyderabad
6.9,Bangalore
2.95,Chennai
11.45,Coimbatore
6.37,Kochi
5.0,Jaipur
2.6,Chennai
1.9,Kolkata
60.95,Kochi
4.44,Coimbatore
15.3,Chennai
8.2,Chennai
5.25,Ahmedabad
8.5,Pune
23.75,Chennai
2.74,Delhi
13.83,Coimbatore
6.99,Mumbai
2.25,Jaipur
11.49,Hyderabad
2.87,Coimbatore
3.25,Kolkata
3.5,Pune
4.49,Kochi
2.9,Jaipur
12.36,Coimbatore
6.0,Mumbai
31.0,Chennai
5.49,Kolkata
5.86,Coimbatore
9.0,Mumbai
7.7,Jaipur
9.47,Coimbatore
29.0,Bangalore
5.42,Kochi
6.39,Coimbatore
2.75,Jaipur
2.5,Chennai
2.35,Delhi
4.65,Coimbatore
6.0,Ahmedabad
3.5,Pune
7.0,Hyderabad
7.75,Bangalore
2.93,Kochi
22.5,Kolkata
40.66,Coimbatore
1.75,Pune
8.2,Hyderabad
4.49,Delhi
26.5,Chennai
2.6,Hyderabad
1.65,Bangalore
2.49,Kolkata
5.4,Hyderabad
4.35,Jaipur
32.73,Coimbatore
26.0,Chennai
2.5,Jaipur
21.66,Kochi
2.99,Mumbai
2.61,Kolkata
8.25,Delhi
12.5,Pune
5.5,Hyderabad
5.53,Coimbatore
1.1,Pune
6.85,Mumbai
17.09,Coimbatore
4.93,Delhi
17.5,Ahmedabad
1.95,Delhi
6.1,Bangalore
1.8,Mumbai
34.5,Bangalore
4.01,Coimbatore
3.15,Kolkata
5.49,Mumbai
10.0,Bangalore
4.55,Kolkata
1.5,Mumbai
2.15,Kolkata
1.4,Chennai
6.2,Bangalore
19.8,Mumbai
5.6,Mumbai
9.5,Mumbai
2.21,Delhi
3.31,Coimbatore
5.44,Kochi
7.56,Kolkata
3.2,Jaipur
5.53,Kochi
17.0,Hyderabad
3.55,Delhi
2.65,Chennai
17.85,Mumbai
7.96,Coimbatore
4.25,Pune
5.85,Kolkata
13.0,Mumbai
2.65,Kochi
4.75,Ahmedabad
2.65,Pune
3.0,Pune
32.52,Coimbatore
7.75,Pune
19.6,Delhi
2.6,Delhi
3.76,Mumbai
4.75,Chennai
1.75,Mumbai
3.95,Bangalore
1.0,Pune
4.5,Jaipur
17.23,Coimbatore
5.76,Kochi
4.32,Coimbatore
1.9,Delhi
5.5,Pune
13.5,Mumbai
9.75,Bangalore
9.44,Hyderabad
4.45,Mumbai
8.85,Pune
2.15,Delhi
4.89,Kochi
6.25,Hyderabad
4.8,Chennai
1.8,Jaipur
7.25,Kolkata
7.56,Coimbatore
6.82,Kochi
1.8,Jaipur
11.5,Pune
2.8,Chennai
5.5,Hyderabad
2.7,Kolkata
3.25,Jaipur
10.9,Coimbatore
4.07,Kochi
18.0,Ahmedabad
2.95,Mumbai
7.5,Mumbai
32.73,Coimbatore
21.5,Delhi
2.5,Pune
5.5,Ahmedabad
7.5,Mumbai
1.55,Mumbai
29.0,Kolkata
8.4,Coimbatore
6.5,Hyderabad
2.35,Mumbai
5.55,Mumbai
5.35,Mumbai
5.25,Chennai
5.87,Coimbatore
5.36,Kochi
7.75,Bangalore
5.41,Kochi
3.65,Bangalore
5.25,Pune
6.25,Kolkata
3.47,Coimbatore
8.85,Mumbai
0.85,Pune
13.65,Mumbai
50.22,Coimbatore
7.75,Ahmedabad
10.05,Coimbatore
9.75,Kolkata
23.0,Delhi
21.42,Coimbatore
0.7,Jaipur
5.21,Delhi
7.5,Hyderabad
2.65,Delhi
1.75,Chennai
1.0,Jaipur
33.0,Delhi
2.2,Kolkata
12.83,Kochi
68.94,Kochi
4.1,Mumbai
2.85,Jaipur
3.7,Mumbai
9.06,Coimbatore
4.75,Delhi
6.6,Jaipur
3.5,Chennai
2.0,Pune
3.89,Mumbai
3.6,Jaipur
6.95,Mumbai
7.03,Coimbatore
16.5,Ahmedabad
7.67,Coimbatore
23.19,Coimbatore
6.21,Kochi
45.82,Coimbatore
5.95,Mumbai
11.0,Delhi
7.19,Coimbatore
6.4,Delhi
26.0,Chennai
4.5,Hyderabad
3.1,Chennai
5.95,Delhi
1.2,Delhi
52.0,Chennai
48.0,Bangalore
21.99,Hyderabad
4.3,Hyderabad
3.75,Pune
8.95,Mumbai
4.75,Pune
14.6,Coimbatore
17.5,Mumbai
5.2,Kolkata
6.04,Coimbatore
2.7,Chennai
6.75,Chennai
2.35,Kolkata
5.0,Hyderabad
6.95,Kolkata
6.7,Jaipur
25.0,Hyderabad
3.75,Chennai
3.75,Chennai
5.1,Pune
2.45,Mumbai
3.25,Kolkata
5.5,Kolkata
3.77,Kochi
49.24,Coimbatore
3.04,Kochi
4.9,Delhi
6.25,Bangalore
33.0,Hyderabad
27.0,Chennai
5.21,Coimbatore
5.75,Mumbai
16.58,Coimbatore
11.0,Delhi
2.8,Pune
37.99,Kochi
3.65,Delhi
6.0,Hyderabad
4.54,Coimbatore
5.4,Kochi
3.3,Mumbai
18.25,Hyderabad
3.1,Bangalore
3.84,Kochi
2.44,Kolkata
3.6,Bangalore
3.9,Mumbai
2.9,Chennai
3.5,Chennai
3.5,Chennai
3.5,Jaipur
7.0,Hyderabad
8.7,Chennai
45.0,Hyderabad
1.8,Hyderabad
0.99,Kolkata
4.8,Kolkata
17.95,Mumbai
13.0,Chennai
5.66,Kochi
3.1,Delhi
6.54,Kochi
13.2,Hyderabad
56.8,Kochi
19.4,Kochi
1.65,Ahmedabad
4.35,Jaipur
6.5,Hyderabad
1.11,Delhi
5.5,Mumbai
11.0,Delhi
3.9,Pune
1.8,Pune
6.22,Kochi
4.3,Hyderabad
5.99,Hyderabad
6.0,Delhi
5.85,Delhi
19.94,Kochi
2.9,Chennai
4.25,Mumbai
5.99,Hyderabad
3.3,Kolkata
8.08,Coimbatore
4.5,Jaipur
6.5,Hyderabad
3.9,Bangalore
5.25,Delhi
17.0,Bangalore
3.5,Ahmedabad
3.0,Hyderabad
4.87,Coimbatore
6.0,Jaipur
15.5,Mumbai
1.6,Pune
7.25,Pune
3.25,Mumbai
3.4,Kolkata
30.5,Coimbatore
7.97,Kochi
13.51,Delhi
5.43,Kochi
2.6,Chennai
2.75,Kolkata
8.75,Kolkata
5.41,Coimbatore
8.55,Kochi
8.25,Mumbai
23.58,Kochi
4.49,Coimbatore
12.99,Hyderabad
2.8,Bangalore
8.43,Coimbatore
47.5,Hyderabad
8.95,Mumbai
5.5,Jaipur
4.75,Jaipur
4.75,Jaipur
9.5,Pune
3.77,Coimbatore
4.25,Delhi
19.9,Mumbai
4.0,Chennai
4.16,Kochi
38.0,Bangalore
6.34,Kochi
4.5,Pune
3.75,Chennai
10.2,Delhi
5.0,Chennai
3.95,Mumbai
9.75,Coimbatore
7.93,Kochi
2.1,Hyderabad
16.42,Coimbatore
8.9,Bangalore
7.21,Pune
13.5,Chennai
65.0,Chennai
7.4,Bangalore
5.15,Kochi
32.0,Pune
3.25,Kolkata
3.95,Kolkata
1.5,Pune
3.0,Pune
1.99,Kolkata
1.35,Kolkata
13.5,Hyderabad
6.99,Hyderabad
8.5,Hyderabad
2.89,Pune
10.5,Mumbai
3.97,Kochi
4.25,Chennai
6.17,Coimbatore
38.72,Coimbatore
6.5,Hyderabad
4.25,Jaipur
4.75,Kolkata
17.71,Kochi
5.85,Jaipur
17.27,Coimbatore
9.25,Hyderabad
12.75,Ahmedabad
27.0,Pune
21.0,Bangalore
7.95,Hyderabad
4.5,Hyderabad
33.75,Mumbai
17.51,Delhi
6.8,Kochi
1.68,Coimbatore
2.9,Chennai
3.16,Mumbai
3.9,Jaipur
1.95,Delhi
26.52,Kochi
9.0,Chennai
4.5,Hyderabad
8.75,Chennai
11.5,Chennai
3.0,Delhi
3.79,Coimbatore
6.0,Ahmedabad
13.25,Bangalore
8.0,Delhi
5.8,Hyderabad
13.85,Delhi
13.5,Hyderabad
25.0,Pune
5.49,Kochi
19.0,Hyderabad
2.5,Kolkata
3.0,Kolkata
6.64,Kochi
3.21,Kochi
1.55,Chennai
2.59,Hyderabad
4.0,Chennai
3.87,Jaipur
9.75,Bangalore
32.91,Kochi
16.75,Chennai
1.9,Jaipur
6.59,Kochi
31.93,Coimbatore
7.25,Jaipur
1.9,Pune
3.55,Kolkata
9.25,Hyderabad
1.65,Kochi
36.64,Coimbatore
16.0,Mumbai
5.38,Kochi
3.15,Pune
4.35,Ahmedabad
1.2,Hyderabad
4.1,Jaipur
18.75,Chennai
13.78,Coimbatore
4.0,Kolkata
4.33,Jaipur
5.43,Kochi
4.9,Mumbai
70.0,Chennai
25.5,Kolkata
5.1,Ahmedabad
6.7,Hyderabad
26.5,Hyderabad
3.9,Ahmedabad
2.7,Pune
2.95,Hyderabad
23.0,Ahmedabad
2.49,Pune
4.5,Jaipur
4.5,Delhi
6.9,Hyderabad
20.72,Kochi
2.21,Jaipur
0.55,Jaipur
13.9,Mumbai
1.46,Pune
6.0,Pune
3.0,Jaipur
3.5,Delhi
7.59,Kochi
1.99,Mumbai
3.8,Hyderabad
4.0,Bangalore
2.95,Bangalore
3.75,Delhi
2.5,Kolkata
3.75,Pune
22.0,Pune
6.14,Kochi
16.0,Pune
3.75,Hyderabad
11.75,Mumbai
24.0,Pune
8.9,Hyderabad
10.0,Chennai
5.55,Mumbai
3.59,Kochi
11.13,Coimbatore
7.2,Jaipur
2.98,Mumbai
1.7,Pune
52.0,Delhi
0.95,Pune
9.25,Mumbai
16.25,Bangalore
20.99,Kolkata
4.25,Chennai
7.2,Bangalore
4.4,Hyderabad
4.25,Pune
5.35,Ahmedabad
6.3,Coimbatore
12.5,Delhi
7.5,Ahmedabad
11.25,Delhi
7.65,Mumbai
4.5,Mumbai
7.5,Hyderabad
7.1,Kochi
2.25,Mumbai
27.0,Hyderabad
4.18,Pune
6.5,Chennai
3.15,Delhi
7.64,Pune
2.4,Hyderabad
4.25,Mumbai
9.31,Kochi
2.39,Bangalore
7.64,Kochi
6.21,Delhi
16.5,Jaipur
8.22,Kochi
28.85,Coimbatore
8.5,Mumbai
6.51,Mumbai
4.65,Mumbai
8.4,Kochi
5.75,Bangalore
1.11,Jaipur
3.93,Kochi
17.25,Mumbai
32.0,Delhi
3.45,Kochi
23.0,Pune
7.32,Kochi
4.4,Jaipur
47.35,Bangalore
4.12,Coimbatore
19.5,Chennai
6.2,Hyderabad
45.0,Bangalore
0.85,Hyderabad
2.8,Chennai
4.8,Pune
0.9,Pune
5.65,Hyderabad
14.5,Ahmedabad
5.9,Ahmedabad
5.0,Pune
4.9,Ahmedabad
4.25,Ahmedabad
10.9,Chennai
2.45,Delhi
2.5,Pune
5.75,Jaipur
5.0,Pune
4.62,Kochi
23.5,Delhi
7.25,Kolkata
11.88,Kochi
2.25,Chennai
0.85,Pune
4.0,Pune
5.1,Pune
12.5,Hyderabad
2.9,Chennai
15.96,Coimbatore
5.45,Mumbai
23.86,Kochi
1.75,Kochi
9.75,Hyderabad
4.75,Bangalore
6.25,Delhi
22.0,Bangalore
14.14,Kochi
0.95,Kolkata
11.95,Delhi
2.5,Delhi
2.75,Mumbai
5.85,Coimbatore
6.25,Ahmedabad
4.95,Mumbai
4.75,Pune
2.55,Delhi
4.5,Pune
3.01,Kochi
42.0,Hyderabad
11.5,Kolkata
10.99,Hyderabad
3.71,Jaipur
2.0,Jaipur
9.48,Kochi
1.25,Jaipur
10.9,Jaipur
5.5,Kolkata
3.71,Coimbatore
6.25,Mumbai
4.9,Chennai
1.1,Mumbai
4.72,Kochi
3.7,Kochi
24.85,Mumbai
12.25,Jaipur
3.9,Kolkata
6.28,Kochi
2.75,Mumbai
7.85,Coimbatore
2.95,Mumbai
4.85,Mumbai
30.0,Bangalore
19.9,Bangalore
10.8,Bangalore
1.75,Hyderabad
19.25,Mumbai
5.5,Delhi
2.75,Chennai
13.0,Bangalore
3.2,Mumbai
5.84,Coimbatore
24.0,Hyderabad
6.25,Chennai
36.0,Hyderabad
3.0,Chennai
11.0,Chennai
6.5,Chennai
9.4,Hyderabad
37.92,Kochi
5.25,Pune
4.5,Chennai
18.0,Chennai
5.56,Coimbatore
22.0,Bangalore
22.0,Hyderabad
2.65,Mumbai
5.85,Jaipur
6.95,Chennai
6.5,Kolkata
0.85,Jaipur
7.25,Delhi
4.5,Pune
4.25,Mumbai
26.0,Chennai
